transaction_id,date,customer_id,customer_name,product_id,product_name,category,price,merchant_id,merchant_name,distributor_id,distributor_name,commission_percentage
T0459,2025-01-21,C177,Customer_153,P048,Product_19,Clothing,179.01,M017,Merchant_26,D05,Distributor_7,0.007
T0460,2025-01-28,C170,Customer_186,P049,Product_5,Books,381.68,M042,Merchant_30,D09,Distributor_7,0.008
T0461,2025-01-06,C064,Customer_141,P023,Product_19,Books,115.98,M029,Merchant_43,D02,Distributor_6,0.008
T0462,2025-01-29,C075,Customer_95,P032,Product_18,Electronics,447.83,M028,Merchant_40,D09,Distributor_3,0.01
T0463,2025-01-15,C126,Customer_69,P010,Product_27,Books,274.49,M048,Merchant_32,D07,Distributor_8,0.008
T0464,2025-01-07,C094,Customer_62,P047,Product_3,Furniture,311.54,M025,Merchant_48,D06,Distributor_7,0.01
T0465,2025-01-17,C058,Customer_70,P026,Product_31,Groceries,324.41,M032,Merchant_19,D08,Distributor_8,0.005
T0466,2025-01-28,C080,Customer_178,P044,Product_41,Clothing,245.98,M045,Merchant_45,D06,Distributor_10,0.007
T0467,2025-01-19,C074,Customer_102,P009,Product_24,Groceries,171.74,M030,Merchant_32,D07,Distributor_10,0.005
T0468,2025-01-02,C148,Customer_105,P026,Product_3,Groceries,30.72,M047,Merchant_6,D03,Distributor_8,0.005
T0469,2025-01-01,C120,Customer_73,P041,Product_24,Groceries,54.43,M010,Merchant_28,D06,Distributor_4,0.005
T0470,2025-01-12,C165,Customer_29,P025,Product_2,Furniture,207.61,M016,Merchant_47,D10,Distributor_7,0.01
T0471,2025-01-18,C197,Customer_114,P040,Product_15,Clothing,486.1,M016,Merchant_42,D10,Distributor_3,0.007
T0472,2025-01-30,C128,Customer_164,P004,Product_5,Electronics,181.1,M017,Merchant_5,D03,Distributor_2,0.01
T0473,2025-01-31,C188,Customer_53,P040,Product_21,Clothing,67.3,M018,Merchant_44,D07,Distributor_2,0.007
T0474,2025-01-07,C185,Customer_8,P023,Product_7,Furniture,323.92,M050,Merchant_47,D06,Distributor_2,0.01
T0475,2025-01-18,C155,Customer_107,P001,Product_3,Furniture,52.11,M026,Merchant_25,D07,Distributor_1,0.01
T0476,2025-01-05,C105,Customer_93,P022,Product_43,Groceries,463.04,M020,Merchant_46,D10,Distributor_7,0.005
T0477,2025-01-11,C073,Customer_1,P041,Product_20,Clothing,107.23,M016,Merchant_5,D10,Distributor_4,0.007
T0478,2025-01-03,C138,Customer_161,P016,Product_8,Electronics,111.59,M046,Merchant_36,D08,Distributor_2,0.01
T0479,2025-01-24,C160,Customer_87,P019,Product_36,Furniture,307.32,M003,Merchant_13,D05,Distributor_2,0.01
T0480,2025-01-27,C104,Customer_155,P010,Product_14,Books,357.1,M040,Merchant_46,D08,Distributor_6,0.008
T0481,2025-01-30,C197,Customer_21,P048,Product_29,Groceries,286.09,M018,Merchant_11,D01,Distributor_3,0.005
T0482,2025-01-10,C050,Customer_143,P040,Product_20,Electronics,11.03,M005,Merchant_29,D07,Distributor_4,0.01
T0483,2025-01-22,C190,Customer_25,P039,Product_29,Electronics,453.14,M006,Merchant_27,D02,Distributor_3,0.01
T0484,2025-01-12,C033,Customer_123,P050,Product_50,Groceries,217.74,M037,Merchant_4,D04,Distributor_10,0.005
T0485,2025-01-12,C155,Customer_100,P015,Product_42,Furniture,29.19,M015,Merchant_49,D08,Distributor_10,0.01
T0486,2025-01-02,C073,Customer_21,P010,Product_1,Clothing,408.27,M008,Merchant_46,D07,Distributor_5,0.007
T0487,2025-01-08,C149,Customer_129,P001,Product_4,Furniture,52.21,M030,Merchant_9,D09,Distributor_3,0.01
T0488,2025-01-30,C088,Customer_131,P049,Product_15,Books,217.75,M040,Merchant_8,D09,Distributor_1,0.008
T0489,2025-01-02,C033,Customer_36,P044,Product_21,Clothing,116.85,M035,Merchant_12,D03,Distributor_1,0.007
T0490,2025-01-12,C148,Customer_75,P013,Product_30,Clothing,387.27,M040,Merchant_10,D10,Distributor_9,0.007
T0491,2025-01-23,C183,Customer_58,P009,Product_12,Electronics,56.23,M006,Merchant_8,D03,Distributor_1,0.01
T0492,2025-01-24,C109,Customer_151,P005,Product_21,Clothing,242.96,M001,Merchant_10,D06,Distributor_5,0.007
T0493,2025-01-11,C086,Customer_192,P016,Product_18,Electronics,216.41,M039,Merchant_19,D01,Distributor_5,0.01
T0494,2025-01-12,C071,Customer_100,P042,Product_33,Furniture,318.42,M047,Merchant_30,D07,Distributor_9,0.01
T0495,2025-01-29,C180,Customer_54,P021,Product_18,Books,69.05,M039,Merchant_15,D03,Distributor_6,0.008
T0496,2025-01-27,C199,Customer_64,P035,Product_43,Books,280.41,M020,Merchant_50,D06,Distributor_4,0.008
T0497,2025-01-20,C047,Customer_125,P034,Product_29,Books,460.98,M020,Merchant_43,D02,Distributor_7,0.008
T0498,2025-01-17,C087,Customer_20,P015,Product_24,Electronics,211.11,M030,Merchant_32,D06,Distributor_4,0.01
T0499,2025-01-12,C069,Customer_150,P048,Product_20,Furniture,16.7,M005,Merchant_10,D05,Distributor_1,0.01
T0500,2025-01-30,C140,Customer_77,P035,Product_50,Electronics,99.97,M048,Merchant_45,D03,Distributor_2,0.01
T0501,2025-01-15,C044,Customer_190,P023,Product_16,Books,420.42,M013,Merchant_44,D08,Distributor_5,0.008
T0502,2025-01-01,C150,Customer_102,P001,Product_24,Books,10.66,M013,Merchant_17,D07,Distributor_3,0.008
T0503,2025-01-09,C133,Customer_67,P034,Product_32,Electronics,411.4,M032,Merchant_20,D09,Distributor_6,0.01
T0504,2025-01-08,C046,Customer_138,P001,Product_47,Clothing,200.46,M047,Merchant_33,D09,Distributor_3,0.007
T0505,2025-01-07,C100,Customer_200,P042,Product_47,Furniture,40.81,M038,Merchant_40,D08,Distributor_9,0.01
T0506,2025-01-10,C002,Customer_117,P048,Product_31,Books,191.52,M040,Merchant_43,D04,Distributor_5,0.008
T0507,2025-01-18,C127,Customer_171,P011,Product_49,Groceries,400.91,M018,Merchant_7,D03,Distributor_2,0.005
T0508,2025-01-31,C185,Customer_147,P038,Product_10,Furniture,289.11,M027,Merchant_10,D09,Distributor_10,0.01
T0509,2025-01-26,C053,Customer_70,P001,Product_30,Furniture,208.08,M006,Merchant_2,D05,Distributor_10,0.01
T0510,2025-01-26,C155,Customer_67,P030,Product_10,Electronics,487.23,M016,Merchant_3,D09,Distributor_10,0.01
T0511,2025-01-30,C186,Customer_75,P024,Product_12,Electronics,341.72,M031,Merchant_1,D08,Distributor_2,0.01
T0512,2025-01-12,C186,Customer_23,P017,Product_21,Groceries,102.09,M018,Merchant_21,D01,Distributor_1,0.005
T0513,2025-01-30,C066,Customer_35,P045,Product_21,Groceries,378.39,M045,Merchant_36,D07,Distributor_2,0.005
T0514,2025-01-28,C192,Customer_64,P005,Product_31,Furniture,357.94,M046,Merchant_45,D01,Distributor_9,0.01
T0515,2025-01-28,C037,Customer_32,P021,Product_16,Books,434.34,M032,Merchant_20,D10,Distributor_10,0.008
T0516,2025-01-20,C102,Customer_170,P049,Product_26,Furniture,150.95,M039,Merchant_42,D10,Distributor_5,0.01
T0517,2025-01-12,C074,Customer_113,P021,Product_7,Groceries,293.65,M011,Merchant_33,D02,Distributor_6,0.005
T0518,2025-01-05,C141,Customer_192,P040,Product_26,Books,412.46,M037,Merchant_36,D10,Distributor_9,0.008
T0519,2025-01-29,C065,Customer_72,P018,Product_1,Clothing,204.62,M033,Merchant_29,D03,Distributor_6,0.007
T0520,2025-01-03,C038,Customer_175,P040,Product_35,Groceries,29.71,M012,Merchant_19,D10,Distributor_5,0.005
T0521,2025-01-24,C033,Customer_118,P050,Product_5,Books,390.23,M034,Merchant_17,D10,Distributor_8,0.008
T0522,2025-01-06,C093,Customer_178,P041,Product_35,Electronics,475.36,M013,Merchant_1,D04,Distributor_9,0.01
T0523,2025-01-26,C035,Customer_134,P026,Product_11,Books,197.63,M013,Merchant_9,D09,Distributor_10,0.008
T0524,2025-01-29,C054,Customer_25,P023,Product_34,Clothing,296.36,M020,Merchant_25,D04,Distributor_8,0.007
T0525,2025-01-09,C147,Customer_67,P020,Product_29,Books,187.33,M008,Merchant_16,D01,Distributor_7,0.008
T0526,2025-01-24,C166,Customer_45,P009,Product_16,Furniture,200.74,M025,Merchant_15,D03,Distributor_8,0.01
T0527,2025-01-18,C181,Customer_171,P026,Product_23,Books,64.28,M040,Merchant_33,D01,Distributor_6,0.008
T0528,2025-01-18,C100,Customer_83,P048,Product_17,Clothing,33.25,M002,Merchant_15,D04,Distributor_1,0.007
T0529,2025-01-07,C169,Customer_154,P006,Product_30,Books,19.55,M010,Merchant_18,D05,Distributor_8,0.008
T0530,2025-01-18,C004,Customer_95,P044,Product_16,Electronics,195.69,M013,Merchant_22,D02,Distributor_3,0.01
T0531,2025-01-23,C054,Customer_144,P008,Product_40,Electronics,256.18,M013,Merchant_32,D10,Distributor_10,0.01
T0532,2025-01-10,C184,Customer_30,P015,Product_13,Furniture,26.54,M042,Merchant_18,D10,Distributor_9,0.01
T0533,2025-01-07,C099,Customer_181,P023,Product_20,Electronics,89.28,M049,Merchant_10,D03,Distributor_8,0.01
T0534,2025-01-25,C018,Customer_58,P043,Product_44,Groceries,62.09,M028,Merchant_31,D07,Distributor_9,0.005
T0535,2025-01-14,C013,Customer_42,P006,Product_30,Books,403.0,M020,Merchant_30,D03,Distributor_2,0.008
T0536,2025-01-25,C034,Customer_60,P030,Product_21,Furniture,160.24,M046,Merchant_15,D03,Distributor_8,0.01
T0537,2025-01-19,C043,Customer_169,P006,Product_6,Electronics,344.67,M015,Merchant_21,D08,Distributor_1,0.01
T0538,2025-01-29,C034,Customer_39,P008,Product_36,Furniture,175.11,M028,Merchant_6,D10,Distributor_5,0.01
T0539,2025-01-09,C130,Customer_44,P040,Product_27,Furniture,316.66,M007,Merchant_45,D10,Distributor_7,0.01
T0540,2025-01-30,C018,Customer_119,P032,Product_18,Clothing,378.12,M035,Merchant_9,D06,Distributor_3,0.007
T0541,2025-01-11,C028,Customer_17,P015,Product_34,Electronics,38.54,M044,Merchant_50,D02,Distributor_4,0.01
T0542,2025-01-12,C146,Customer_13,P016,Product_19,Clothing,187.6,M012,Merchant_16,D03,Distributor_4,0.007
T0543,2025-01-30,C053,Customer_88,P048,Product_29,Electronics,80.4,M003,Merchant_3,D05,Distributor_4,0.01
T0544,2025-01-30,C080,Customer_133,P040,Product_11,Groceries,210.07,M020,Merchant_43,D05,Distributor_3,0.005
T0545,2025-01-10,C056,Customer_134,P049,Product_40,Electronics,334.9,M014,Merchant_13,D04,Distributor_7,0.01
T0546,2025-01-05,C011,Customer_28,P026,Product_29,Electronics,234.04,M035,Merchant_23,D06,Distributor_6,0.01
T0547,2025-01-14,C161,Customer_120,P009,Product_27,Electronics,423.27,M041,Merchant_25,D04,Distributor_1,0.01
T0548,2025-01-01,C179,Customer_43,P045,Product_7,Groceries,390.46,M042,Merchant_1,D06,Distributor_10,0.005
T0549,2025-01-09,C192,Customer_104,P050,Product_27,Books,161.05,M024,Merchant_9,D03,Distributor_2,0.008
T0550,2025-01-05,C192,Customer_138,P006,Product_13,Electronics,122.23,M035,Merchant_12,D01,Distributor_4,0.01
T0551,2025-01-18,C022,Customer_136,P002,Product_19,Groceries,113.49,M044,Merchant_14,D02,Distributor_10,0.005
T0552,2025-01-05,C154,Customer_138,P046,Product_5,Books,47.77,M009,Merchant_46,D09,Distributor_7,0.008
T0553,2025-01-03,C006,Customer_28,P036,Product_11,Clothing,471.87,M037,Merchant_10,D03,Distributor_1,0.007
T0554,2025-01-28,C055,Customer_147,P024,Product_30,Clothing,89.62,M013,Merchant_44,D06,Distributor_9,0.007
T0555,2025-01-17,C128,Customer_69,P003,Product_40,Electronics,319.91,M007,Merchant_40,D10,Distributor_7,0.01
T0556,2025-01-02,C022,Customer_110,P018,Product_41,Electronics,307.37,M021,Merchant_49,D06,Distributor_10,0.01
T0557,2025-01-02,C120,Customer_175,P047,Product_10,Furniture,303.89,M011,Merchant_7,D03,Distributor_4,0.01
T0558,2025-01-21,C070,Customer_78,P028,Product_7,Books,26.63,M012,Merchant_18,D08,Distributor_4,0.008
T0559,2025-01-13,C091,Customer_123,P047,Product_41,Books,408.24,M008,Merchant_8,D07,Distributor_4,0.008
T0560,2025-01-04,C076,Customer_40,P008,Product_14,Groceries,334.8,M041,Merchant_14,D07,Distributor_4,0.005
T0561,2025-01-28,C091,Customer_26,P007,Product_5,Furniture,162.3,M043,Merchant_11,D09,Distributor_5,0.01
T0562,2025-01-18,C050,Customer_81,P010,Product_9,Groceries,375.47,M042,Merchant_18,D06,Distributor_8,0.005
T0563,2025-01-21,C148,Customer_93,P017,Product_29,Books,337.53,M031,Merchant_27,D04,Distributor_10,0.008
T0564,2025-01-24,C140,Customer_54,P017,Product_39,Books,377.3,M020,Merchant_7,D03,Distributor_1,0.008
T0565,2025-01-06,C141,Customer_60,P026,Product_49,Books,463.07,M017,Merchant_40,D08,Distributor_8,0.008
T0566,2025-01-11,C096,Customer_145,P011,Product_47,Clothing,249.68,M003,Merchant_19,D10,Distributor_6,0.007
T0567,2025-01-12,C088,Customer_25,P013,Product_31,Clothing,264.35,M040,Merchant_16,D01,Distributor_7,0.007
T0568,2025-01-21,C167,Customer_36,P037,Product_20,Furniture,281.45,M009,Merchant_4,D04,Distributor_3,0.01
T0569,2025-01-30,C082,Customer_139,P007,Product_1,Books,155.07,M015,Merchant_31,D01,Distributor_5,0.008
T0570,2025-01-02,C021,Customer_65,P008,Product_2,Clothing,109.95,M024,Merchant_40,D08,Distributor_10,0.007
T0571,2025-01-05,C167,Customer_183,P050,Product_11,Clothing,33.08,M007,Merchant_43,D02,Distributor_7,0.007
T0572,2025-01-17,C106,Customer_130,P008,Product_20,Books,286.53,M016,Merchant_38,D05,Distributor_7,0.008
T0573,2025-01-10,C140,Customer_97,P028,Product_13,Groceries,266.98,M025,Merchant_47,D02,Distributor_7,0.005
T0574,2025-01-22,C188,Customer_99,P032,Product_6,Clothing,86.03,M021,Merchant_3,D08,Distributor_10,0.007
T0575,2025-01-10,C169,Customer_45,P040,Product_8,Groceries,450.63,M016,Merchant_4,D07,Distributor_1,0.005
T0576,2025-01-21,C184,Customer_93,P029,Product_25,Clothing,416.63,M038,Merchant_28,D06,Distributor_2,0.007
T0577,2025-01-03,C187,Customer_78,P002,Product_35,Groceries,334.98,M047,Merchant_13,D03,Distributor_3,0.005
T0578,2025-01-11,C001,Customer_193,P008,Product_15,Electronics,20.2,M006,Merchant_50,D03,Distributor_3,0.01
T0579,2025-01-02,C102,Customer_127,P007,Product_1,Electronics,112.02,M027,Merchant_36,D09,Distributor_10,0.01
T0580,2025-01-03,C011,Customer_14,P023,Product_9,Groceries,387.62,M007,Merchant_29,D05,Distributor_8,0.005
T0581,2025-01-09,C150,Customer_149,P044,Product_46,Electronics,358.54,M040,Merchant_15,D07,Distributor_7,0.01
T0582,2025-01-07,C009,Customer_140,P029,Product_18,Furniture,34.77,M035,Merchant_28,D01,Distributor_7,0.01
T0583,2025-01-18,C090,Customer_149,P041,Product_5,Groceries,172.22,M035,Merchant_50,D03,Distributor_4,0.005
T0584,2025-01-10,C032,Customer_188,P043,Product_4,Books,126.21,M024,Merchant_32,D06,Distributor_5,0.008
T0585,2025-01-08,C039,Customer_193,P026,Product_12,Clothing,285.54,M041,Merchant_16,D03,Distributor_3,0.007
T0586,2025-01-06,C187,Customer_40,P015,Product_15,Electronics,146.97,M007,Merchant_45,D02,Distributor_9,0.01
T0587,2025-01-06,C171,Customer_110,P030,Product_47,Clothing,326.27,M001,Merchant_36,D10,Distributor_8,0.007
T0588,2025-01-25,C088,Customer_19,P021,Product_29,Electronics,180.94,M009,Merchant_8,D04,Distributor_1,0.01
T0589,2025-01-20,C157,Customer_67,P040,Product_47,Clothing,447.21,M010,Merchant_3,D06,Distributor_4,0.007
T0590,2025-01-06,C177,Customer_197,P049,Product_50,Books,462.09,M024,Merchant_8,D08,Distributor_1,0.008
T0591,2025-01-19,C116,Customer_86,P003,Product_47,Electronics,415.41,M026,Merchant_11,D01,Distributor_3,0.01
T0592,2025-01-30,C077,Customer_13,P043,Product_28,Furniture,387.03,M002,Merchant_7,D03,Distributor_4,0.01
T0593,2025-01-25,C124,Customer_109,P040,Product_22,Furniture,372.68,M040,Merchant_6,D04,Distributor_7,0.01
T0594,2025-01-12,C176,Customer_33,P019,Product_46,Clothing,201.41,M001,Merchant_35,D01,Distributor_2,0.007
T0595,2025-01-10,C168,Customer_125,P003,Product_45,Electronics,313.63,M008,Merchant_36,D01,Distributor_9,0.01
T0596,2025-01-16,C029,Customer_181,P032,Product_2,Groceries,57.76,M017,Merchant_6,D08,Distributor_5,0.005
T0597,2025-01-27,C015,Customer_52,P007,Product_24,Furniture,106.95,M018,Merchant_39,D07,Distributor_6,0.01
T0598,2025-01-31,C101,Customer_111,P020,Product_39,Furniture,153.93,M014,Merchant_15,D03,Distributor_2,0.01
T0599,2025-01-07,C158,Customer_118,P017,Product_34,Groceries,452.76,M036,Merchant_3,D08,Distributor_10,0.005
T0600,2025-01-22,C008,Customer_121,P007,Product_40,Books,464.19,M028,Merchant_42,D10,Distributor_7,0.008
T0601,2025-01-01,C130,Customer_55,P018,Product_19,Furniture,210.8,M006,Merchant_39,D02,Distributor_1,0.01
T0602,2025-01-31,C173,Customer_19,P043,Product_24,Furniture,114.28,M024,Merchant_44,D05,Distributor_1,0.01
T0603,2025-01-26,C048,Customer_98,P006,Product_23,Books,82.88,M018,Merchant_16,D02,Distributor_10,0.008
T0604,2025-01-18,C047,Customer_182,P014,Product_9,Electronics,70.89,M018,Merchant_18,D03,Distributor_4,0.01
T0605,2025-01-10,C109,Customer_53,P030,Product_26,Books,127.97,M038,Merchant_17,D03,Distributor_10,0.008
T0606,2025-01-20,C011,Customer_123,P034,Product_43,Books,491.88,M016,Merchant_4,D02,Distributor_7,0.008
T0607,2025-01-24,C087,Customer_87,P003,Product_38,Electronics,129.51,M003,Merchant_10,D10,Distributor_2,0.01
T0608,2025-01-26,C121,Customer_38,P050,Product_35,Furniture,92.43,M041,Merchant_50,D07,Distributor_5,0.01
T0609,2025-01-12,C139,Customer_61,P014,Product_36,Furniture,306.17,M050,Merchant_5,D01,Distributor_9,0.01
T0610,2025-01-19,C098,Customer_172,P014,Product_45,Electronics,147.38,M026,Merchant_44,D08,Distributor_5,0.01
T0611,2025-01-30,C038,Customer_144,P011,Product_3,Furniture,316.29,M018,Merchant_31,D07,Distributor_2,0.01
T0612,2025-01-29,C088,Customer_65,P031,Product_16,Clothing,55.52,M006,Merchant_24,D03,Distributor_1,0.007
T0613,2025-01-16,C061,Customer_59,P013,Product_40,Electronics,499.41,M004,Merchant_41,D04,Distributor_7,0.01
T0614,2025-01-12,C199,Customer_26,P031,Product_45,Clothing,277.44,M034,Merchant_28,D02,Distributor_3,0.007
T0615,2025-01-26,C036,Customer_154,P010,Product_43,Clothing,386.11,M048,Merchant_23,D06,Distributor_7,0.007
T0616,2025-01-05,C146,Customer_166,P030,Product_20,Electronics,373.01,M048,Merchant_1,D04,Distributor_2,0.01
T0617,2025-01-10,C068,Customer_37,P028,Product_1,Groceries,410.04,M045,Merchant_7,D03,Distributor_5,0.005
T0618,2025-01-05,C039,Customer_81,P017,Product_34,Clothing,303.73,M029,Merchant_45,D07,Distributor_1,0.007
T0619,2025-01-22,C102,Customer_87,P004,Product_38,Groceries,334.44,M011,Merchant_15,D02,Distributor_6,0.005
T0620,2025-01-10,C087,Customer_186,P029,Product_20,Electronics,258.95,M023,Merchant_29,D06,Distributor_6,0.01
T0621,2025-01-03,C063,Customer_153,P043,Product_3,Furniture,280.15,M028,Merchant_18,D09,Distributor_1,0.01
T0622,2025-01-11,C102,Customer_162,P050,Product_12,Clothing,201.69,M042,Merchant_4,D10,Distributor_10,0.007
T0623,2025-01-07,C077,Customer_189,P014,Product_12,Furniture,339.92,M013,Merchant_49,D07,Distributor_5,0.01
T0624,2025-01-22,C064,Customer_65,P035,Product_20,Clothing,83.87,M042,Merchant_4,D09,Distributor_7,0.007
T0625,2025-01-03,C177,Customer_115,P027,Product_24,Groceries,259.21,M007,Merchant_36,D07,Distributor_2,0.005
T0626,2025-01-28,C120,Customer_187,P048,Product_48,Electronics,472.86,M026,Merchant_28,D04,Distributor_6,0.01
T0627,2025-01-14,C051,Customer_115,P006,Product_28,Clothing,186.42,M009,Merchant_7,D09,Distributor_9,0.007
T0628,2025-01-05,C174,Customer_186,P021,Product_14,Books,342.56,M010,Merchant_13,D05,Distributor_4,0.008
T0629,2025-01-24,C090,Customer_84,P022,Product_13,Electronics,232.72,M007,Merchant_17,D08,Distributor_8,0.01
T0630,2025-01-04,C178,Customer_169,P045,Product_49,Furniture,315.09,M028,Merchant_22,D06,Distributor_3,0.01
T0631,2025-01-23,C074,Customer_176,P024,Product_35,Electronics,353.33,M010,Merchant_30,D04,Distributor_2,0.01
T0632,2025-01-22,C073,Customer_4,P010,Product_44,Furniture,27.87,M019,Merchant_16,D10,Distributor_7,0.01
T0633,2025-01-13,C024,Customer_59,P040,Product_13,Clothing,456.2,M031,Merchant_6,D08,Distributor_4,0.007
T0634,2025-01-08,C116,Customer_26,P003,Product_26,Electronics,403.61,M035,Merchant_48,D02,Distributor_9,0.01
T0635,2025-01-27,C110,Customer_187,P016,Product_2,Furniture,89.77,M033,Merchant_14,D04,Distributor_5,0.01
T0636,2025-01-12,C100,Customer_135,P023,Product_38,Clothing,60.19,M042,Merchant_16,D07,Distributor_3,0.007
T0637,2025-01-02,C022,Customer_99,P041,Product_16,Books,123.11,M010,Merchant_35,D08,Distributor_4,0.008
T0638,2025-01-01,C192,Customer_113,P032,Product_48,Furniture,228.85,M023,Merchant_8,D09,Distributor_3,0.01
T0639,2025-01-19,C182,Customer_80,P010,Product_6,Furniture,309.75,M007,Merchant_25,D06,Distributor_5,0.01
T0640,2025-01-20,C122,Customer_47,P020,Product_40,Electronics,379.28,M040,Merchant_41,D05,Distributor_2,0.01
T0641,2025-01-09,C035,Customer_8,P019,Product_38,Electronics,273.03,M023,Merchant_30,D10,Distributor_7,0.01
T0642,2025-01-20,C114,Customer_125,P026,Product_45,Furniture,380.16,M016,Merchant_42,D03,Distributor_6,0.01
T0643,2025-01-15,C076,Customer_24,P043,Product_30,Groceries,140.49,M018,Merchant_38,D08,Distributor_5,0.005
T0644,2025-01-28,C170,Customer_42,P029,Product_4,Furniture,496.52,M015,Merchant_39,D05,Distributor_10,0.01
T0645,2025-01-22,C143,Customer_93,P021,Product_37,Furniture,176.76,M024,Merchant_5,D10,Distributor_9,0.01
T0646,2025-01-05,C033,Customer_192,P043,Product_47,Books,200.19,M016,Merchant_34,D08,Distributor_5,0.008
T0647,2025-01-04,C178,Customer_162,P041,Product_10,Furniture,260.11,M003,Merchant_37,D07,Distributor_6,0.01
T0648,2025-01-05,C078,Customer_88,P034,Product_44,Clothing,337.27,M009,Merchant_26,D04,Distributor_3,0.007
T0649,2025-01-06,C200,Customer_8,P042,Product_20,Books,287.77,M005,Merchant_17,D05,Distributor_4,0.008
T0650,2025-01-08,C191,Customer_190,P003,Product_42,Books,217.13,M045,Merchant_38,D01,Distributor_3,0.008
T0651,2025-01-30,C200,Customer_134,P044,Product_12,Clothing,126.77,M038,Merchant_12,D01,Distributor_2,0.007
T0652,2025-01-29,C122,Customer_68,P044,Product_42,Clothing,302.52,M006,Merchant_19,D08,Distributor_2,0.007
T0653,2025-01-08,C040,Customer_171,P037,Product_7,Furniture,455.51,M012,Merchant_45,D04,Distributor_6,0.01
T0654,2025-01-19,C144,Customer_37,P009,Product_12,Electronics,424.4,M011,Merchant_47,D09,Distributor_9,0.01
T0655,2025-01-04,C142,Customer_123,P019,Product_43,Groceries,356.67,M039,Merchant_31,D09,Distributor_1,0.005
T0656,2025-01-01,C108,Customer_100,P027,Product_23,Groceries,401.08,M032,Merchant_26,D01,Distributor_2,0.005
T0657,2025-01-24,C019,Customer_154,P048,Product_5,Groceries,154.42,M032,Merchant_42,D07,Distributor_6,0.005
T0658,2025-01-05,C077,Customer_193,P041,Product_43,Books,175.85,M046,Merchant_2,D10,Distributor_4,0.008
T0659,2025-01-06,C070,Customer_132,P025,Product_10,Groceries,239.71,M013,Merchant_9,D01,Distributor_4,0.005
T0660,2025-01-04,C010,Customer_174,P017,Product_16,Electronics,114.19,M031,Merchant_22,D08,Distributor_4,0.01
T0661,2025-01-04,C073,Customer_142,P012,Product_43,Clothing,41.79,M028,Merchant_6,D09,Distributor_7,0.007
T0662,2025-01-12,C125,Customer_41,P022,Product_47,Electronics,435.38,M017,Merchant_27,D02,Distributor_6,0.01
T0663,2025-01-26,C193,Customer_181,P009,Product_23,Groceries,73.09,M028,Merchant_12,D06,Distributor_9,0.005
T0664,2025-01-06,C003,Customer_87,P021,Product_40,Clothing,42.52,M035,Merchant_16,D03,Distributor_5,0.007
T0665,2025-01-21,C132,Customer_180,P013,Product_5,Electronics,151.24,M045,Merchant_49,D06,Distributor_1,0.01
T0666,2025-01-09,C013,Customer_41,P028,Product_37,Clothing,50.44,M028,Merchant_21,D10,Distributor_6,0.007
T0667,2025-01-31,C113,Customer_23,P039,Product_30,Clothing,50.56,M013,Merchant_39,D08,Distributor_8,0.007
T0668,2025-01-17,C166,Customer_5,P004,Product_35,Clothing,436.84,M037,Merchant_3,D08,Distributor_3,0.007
T0669,2025-01-02,C025,Customer_24,P050,Product_33,Furniture,26.34,M011,Merchant_37,D08,Distributor_9,0.01
T0670,2025-01-18,C007,Customer_95,P047,Product_20,Books,419.2,M050,Merchant_20,D02,Distributor_4,0.008
T0671,2025-01-24,C157,Customer_12,P004,Product_20,Furniture,298.44,M007,Merchant_24,D04,Distributor_10,0.01
T0672,2025-01-07,C035,Customer_67,P016,Product_18,Books,43.86,M032,Merchant_32,D02,Distributor_1,0.008
T0673,2025-01-10,C185,Customer_59,P037,Product_47,Furniture,70.67,M002,Merchant_33,D07,Distributor_7,0.01
T0674,2025-01-18,C195,Customer_180,P005,Product_9,Groceries,486.08,M038,Merchant_27,D10,Distributor_3,0.005
T0675,2025-01-22,C059,Customer_97,P037,Product_4,Electronics,46.78,M012,Merchant_46,D01,Distributor_4,0.01
T0676,2025-01-30,C018,Customer_21,P031,Product_23,Clothing,491.04,M014,Merchant_44,D02,Distributor_4,0.007
T0677,2025-01-12,C051,Customer_74,P044,Product_5,Groceries,257.91,M040,Merchant_30,D02,Distributor_9,0.005
T0678,2025-01-30,C027,Customer_72,P042,Product_48,Books,202.13,M004,Merchant_44,D07,Distributor_10,0.008
T0679,2025-01-14,C173,Customer_12,P042,Product_28,Electronics,115.52,M047,Merchant_28,D03,Distributor_3,0.01
T0680,2025-01-29,C023,Customer_108,P023,Product_23,Electronics,88.62,M001,Merchant_24,D04,Distributor_1,0.01
T0681,2025-01-27,C054,Customer_161,P025,Product_38,Electronics,299.1,M022,Merchant_16,D03,Distributor_7,0.01
T0682,2025-01-11,C192,Customer_46,P043,Product_11,Clothing,166.8,M021,Merchant_18,D06,Distributor_2,0.007
T0683,2025-01-30,C170,Customer_64,P050,Product_30,Furniture,460.97,M029,Merchant_14,D08,Distributor_7,0.01
T0684,2025-01-23,C030,Customer_75,P030,Product_17,Groceries,468.62,M010,Merchant_48,D03,Distributor_5,0.005
T0685,2025-01-22,C072,Customer_154,P024,Product_42,Electronics,315.11,M034,Merchant_31,D02,Distributor_5,0.01
T0686,2025-01-26,C097,Customer_125,P022,Product_31,Groceries,293.0,M013,Merchant_13,D05,Distributor_3,0.005
T0687,2025-01-13,C156,Customer_99,P030,Product_23,Books,387.86,M049,Merchant_22,D02,Distributor_10,0.008
